Domain,Machine Learning Task,User Story,Paraphrased User Story,original_total_characters,llm_total_characters,diff_total_characters,original_uppercase_characters,llm_uppercase_characters,diff_uppercase_characters,original_lowercase_characters,llm_lowercase_characters,diff_lowercase_characters,original_special_characters,llm_special_characters,diff_special_characters,original_numbers,llm_numbers,diff_numbers,original_blanks,llm_blanks,diff_blanks,original_number_of_words,llm_number_of_words,diff_number_of_words,original_average_length_of_words,llm_average_length_of_words,diff_average_length_of_words,original_number_of_propositions,llm_number_of_propositions,diff_number_of_propositions,original_average_length_of_propositions,llm_average_length_of_propositions,diff_average_length_of_propositions,original_punctuation_characters,llm_punctuation_characters,diff_punctuation_characters,original_lowercase_words,llm_lowercase_words,diff_lowercase_words,original_uppercase_words,llm_uppercase_words,diff_uppercase_words,original_vocabulary_richness,llm_vocabulary_richness,diff_vocabulary_richness,original_number_of_urls,llm_number_of_urls,diff_number_of_urls,original_flesch_kincaid_grade_level,llm_flesch_kincaid_grade_level,diff_flesch_kincaid_grade_level,original_flesch_reading_ease,llm_flesch_reading_ease,diff_flesch_reading_ease,original_dale_chall_readability,llm_dale_chall_readability,diff_dale_chall_readability,original_automated_readability_index,llm_automated_readability_index,diff_automated_readability_index,original_coleman_liau_index,llm_coleman_liau_index,diff_coleman_liau_index,original_gunning_fog,llm_gunning_fog,diff_gunning_fog,original_smog_index,llm_smog_index,diff_smog_index,original_linsear_write_index,llm_linsear_write_index,diff_linsear_write_index
Nephrology,word-sense disambiguation,"As a nephrologist, I want to use word-sense disambiguation to identify the correct meaning of medical terms related to kidney health.","As a nephrologist, I want to use word-sense disambiguation to accurately identify the intended meaning of medical terms related to kidney health, such as 'kidney' (meaning the organ or function), 'nephrology' (the study of the kidneys), and 'renal' (related to the kidneys).",133,274,-141,2,2,0,108,213,-105,3,18,-15,0,0,0,20,41,-21,21,42,-21,5.380952380952381,5.547619047619048,-0.166666666666666,1,1,0,21.0,42.0,-21.0,3,18,-15,19,40,-21,1,1,0,19,34,-15,0,0,0,12.7,20.8,-8.100000000000001,41.7,20.39,21.31,10.69,11.36,-0.6699999999999999,14.4,25.7,-11.3,13.11,13.3,-0.1900000000000012,17.92,24.42,-6.5,0.0,0.0,0.0,15.5,30.0,-14.5
Movies,word-sense disambiguation,"As a film critic, I want to use word-sense disambiguation to better understand the meaning of terms used in movie reviews.","As a film critic, I want to use word-sense disambiguation to better understand the multiple meanings of terms used in movie reviews, such as 'blockbuster', 'thriller', or 'romantic comedy', so that I can provide more accurate and informative reviews.",122,250,-128,2,3,-1,97,196,-99,3,13,-10,0,0,0,20,38,-18,21,39,-18,4.857142857142857,5.435897435897436,-0.5787545787545794,1,1,0,21.0,39.0,-18.0,3,13,-10,19,36,-17,1,2,-1,20,36,-16,0,0,0,10.3,18.5,-8.2,58.62,31.89,26.73,8.44,10.83,-2.390000000000001,12.0,23.7,-11.7,10.04,12.89,-2.8500000000000014,10.3,21.75,-11.45,0.0,0.0,0.0,12.5,26.5,-14.0
Urban Studies,deep learning,"As an urban planner, I want to use deep learning to analyze urban design features and predict the impact of different design interventions on urbanization and livability.","As an urban planner, I want to leverage deep learning algorithms to analyze key components of urban design, such as building height, street network, and green space, in order to predict the potential impact of various design interventions on factors like population growth, traffic congestion, and overall livability. By doing so, I aim to make more informed decisions about urban development and create more sustainable, people-friendly cities.",170,445,-275,2,4,-2,140,363,-223,2,12,-10,0,0,0,26,66,-40,27,67,-40,5.333333333333333,5.656716417910448,-0.3233830845771148,1,2,-1,27.0,33.5,-6.5,2,12,-10,25,63,-38,1,2,-1,23,56,-33,0,0,0,16.2,17.5,-1.3000000000000007,27.15,29.01,-1.860000000000003,11.41,11.9,-0.4900000000000002,17.2,22.0,-4.800000000000001,13.52,15.1,-1.58,16.73,20.56,-3.8299999999999983,0.0,0.0,0.0,18.5,23.25,-4.75
Computer Vision,svm classifier,"As a computer vision researcher, I want to use SVM classifier to classify visual objects such as faces, objects, and scenes, into different categories based on various visual features such as color, texture, and shape, so that I can develop accurate and efficient object recognition algorithms for various applications such as autonomous driving, security surveillance, and augmented reality.","As a computer vision researcher, I want to leverage SVM classifier to categorize visual objects (e.g., faces, objects, scenes) into distinct categories based on their visual attributes (e.g., color, texture, shape). This will enable me to create accurate and efficient object recognition algorithms for applications such as autonomous driving, security surveillance, and augmented reality.",392,389,3,6,6,0,319,311,8,10,19,-9,0,0,0,57,53,4,58,54,4,5.775862068965517,6.222222222222222,-0.4463601532567054,1,6,-5,58.0,9.666666666666666,48.333333333333336,10,19,-9,54,50,4,3,2,1,46,48,-2,0,0,0,29.5,12.1,17.4,-12.78,32.39,-45.17,14.14,13.66,0.4800000000000004,34.8,14.6,20.2,16.09,16.17,-0.0800000000000018,34.23,15.77,18.46,0.0,13.8,-13.8,47.0,10.25,36.75
Linguistics,deep learning,"As a linguist, I want to use deep learning to analyze language data and predict language change and evolution based on linguistic data and historical trends.","As a linguist, I want to leverage the power of deep learning to study and analyze language data, utilizing various techniques such as natural language processing (NLP) and machine learning (ML). By examining historical trends and patterns in linguistic data, my aim is to predict and forecast future changes and evolutions in language. This will enable me to gain a deeper understanding of the complex dynamics of language and its ever-changing nature.",157,452,-295,2,9,-7,128,361,-233,2,11,-9,0,0,0,25,71,-46,26,72,-46,5.076923076923077,5.291666666666667,-0.2147435897435903,1,3,-2,26.0,24.0,2.0,2,11,-9,24,66,-42,1,3,-2,21,54,-33,0,0,0,13.4,13.8,-0.4000000000000003,45.09,38.66,6.430000000000007,11.0,11.19,-0.1899999999999995,15.5,15.5,0.0,12.02,12.83,-0.8100000000000005,16.55,15.71,0.8399999999999999,0.0,14.6,-14.6,17.0,16.0,1.0
Pharmacology,text summarization,"As a pharmacologist, I want to summarize drug research and reports to quickly identify relevant information for drug development and safety.","As a pharmacologist, I need to quickly summarize drug research and reports to identify relevant information for drug development and safety, without having to manually read through large amounts of text. Therefore, I want a tool that can automatically summarize the most important information, such as potential side effects, dosage instructions, and drug interactions, in a concise and easy-to-understand format.",140,413,-273,2,4,-2,116,339,-223,2,11,-9,0,0,0,20,59,-39,21,60,-39,5.714285714285714,5.9,-0.1857142857142859,1,2,-1,21.0,30.0,-9.0,2,11,-9,19,56,-37,1,2,-1,18,48,-30,0,0,0,16.2,17.4,-1.1999999999999993,16.32,24.11,-7.789999999999999,11.45,10.65,0.7999999999999989,16.0,21.4,-5.399999999999999,15.32,16.49,-1.1699999999999982,19.83,19.33,0.5,0.0,0.0,0.0,16.5,22.5,-6.0
Social Work,logical and relational learning,"As a social worker, I want to use logical and relational learning to predict the likelihood of child abuse or neglect based on various risk factors, such as family history and socio-economic status, allowing for early intervention and prevention.","As a social worker, I want to use logical and relational learning to predict the likelihood of child abuse or neglect based on various risk factors, such as family history and socio-economic status, allowing for early intervention and prevention. ```logical_and_relational_learning```",246,284,-38,2,2,0,201,229,-28,5,14,-9,0,0,0,38,39,-1,39,40,-1,5.333333333333333,6.125,-0.791666666666667,1,2,-1,39.0,20.0,19.0,5,14,-9,37,38,-1,1,1,0,35,36,-1,0,0,0,20.9,23.6,-2.700000000000003,14.97,-2.97,17.94,12.86,13.12,-0.2599999999999998,23.2,27.4,-4.199999999999999,13.53,17.24,-3.709999999999999,23.81,25.0,-1.1900000000000013,0.0,0.0,0.0,29.5,31.0,-1.5
Health,text generation,"As a health researcher, I want to generate automated health reports based on demographic and epidemiological data to support public health decision-making.","As a health researcher, I need an automated report generation system that can process demographic and epidemiological data to provide insights for public health decision-making. The system should be able to analyze large datasets, identify trends and patterns, and generate reports in a user-friendly format. This will enable me to make informed decisions based on accurate and up-to-date data, improving the overall health outcomes of the population.",155,451,-296,2,4,-2,129,370,-241,3,11,-8,0,0,0,21,66,-45,22,67,-45,6.090909090909091,5.746268656716418,0.344640434192673,1,3,-2,22.0,22.33333333333333,-0.3333333333333321,3,11,-8,20,63,-43,1,1,0,19,56,-37,0,0,0,16.6,14.3,2.3000000000000007,15.31,31.92,-16.61,11.9,11.58,0.3200000000000003,18.3,16.8,1.5,17.23,15.38,1.85,17.89,16.08,1.8100000000000025,0.0,15.5,-15.5,16.0,15.833333333333334,0.166666666666666
Literature,multi-layer perceptron,"As a literary scholar, I want to use multi-layer perceptron to analyze literary texts based on their style, themes, and literary devices so that I can develop more informed critical analyses and better understand the literary canon.","As a literary scholar, I want to utilize machine learning algorithms, specifically multi-layer perceptron (MLP), to analyze literary texts at various levels of abstraction (style, themes, literary devices) in order to foster more nuanced and informative critical interpretations. By leveraging the capabilities of MLP, I aim to deepen my understanding of the literary canon and contribute to a more comprehensive appreciation of literary works.",232,444,-212,3,10,-7,188,358,-170,5,13,-8,0,0,0,36,63,-27,37,64,-27,5.297297297297297,5.953125,-0.6558277027027026,1,2,-1,37.0,32.0,5.0,5,13,-8,34,58,-24,2,4,-2,31,48,-17,0,0,0,18.9,20.5,-1.6000000000000014,25.46,5.16,20.3,12.3,13.12,-0.8199999999999985,22.0,22.6,-0.6000000000000014,13.24,16.66,-3.42,20.21,22.8,-2.59,0.0,0.0,0.0,28.5,26.5,2.0
Biology,adaptive resonance theory,"As a cognitive neuroscientist, I want to use adaptive resonance theory to study how the brain processes and integrates information from multiple sensory modalities, to better understand perception and develop new therapies for sensory disorders like blindness and deafness.","As a cognitive neuroscientist, I aim to leverage adaptive resonance theory to investigate how the brain combines and integrates information from various sensory sources, in order to enhance understanding of perception and develop novel treatments for sensory impairments such as blindness and deafness.",273,302,-29,2,2,0,230,255,-25,3,3,0,0,0,0,38,42,-4,39,43,-4,6.0256410256410255,6.046511627906977,-0.0208706022659512,1,1,0,39.0,43.0,-4.0,3,3,0,37,41,-4,1,1,0,34,37,-3,0,0,0,23.2,24.8,-1.6000000000000014,-1.96,-6.02,4.06,12.45,13.85,-1.4000000000000004,26.5,28.6,-2.1000000000000014,17.82,18.29,-0.4699999999999988,29.96,29.29,0.6700000000000017,0.0,0.0,0.0,35.5,35.5,0.0
Biology,adversarial learning,"As a biologist studying the behavior of social animals, I want to use adversarial learning techniques to model the dynamics of different social interactions and identify the underlying factors that contribute to group behavior.","As a biologist interested in understanding the complex social behaviors of animals, I aim to leverage adversarial learning methods to build models that capture the intricacies of different social interactions and isolate the key factors influencing group dynamics.",227,264,-37,2,2,0,190,223,-33,2,2,0,0,0,0,33,37,-4,34,38,-4,5.705882352941177,5.973684210526316,-0.2678018575851393,1,1,0,34.0,38.0,-4.0,2,2,0,32,36,-4,1,1,0,28,33,-5,0,0,0,21.3,24.0,-2.6999999999999997,3.13,-9.4,12.53,12.29,13.0,-0.7100000000000009,22.5,25.7,-3.1999999999999997,16.08,17.65,-1.5700000000000005,24.19,24.67,-0.4800000000000004,0.0,0.0,0.0,28.0,30.0,-2.0
Biology,adversarial network,"A team of biologists is using an adversarial network to generate realistic 3D models of different biological molecules, such as proteins and enzymes. By training the machine learning algorithm on large sets of structural data, the team hopes to gain new insights into the function and properties of these important biological molecules.","A team of biologists is leveraging an adversarial network to generate realistic 3D models of various biological molecules, including proteins and enzymes. By training the machine learning algorithm on large datasets of structural information, the team aims to uncover novel insights into the function and properties of these crucial biomolecules.",336,346,-10,3,3,0,277,289,-12,4,4,0,1,1,0,51,49,2,52,50,2,5.480769230769231,5.94,-0.4592307692307695,2,2,0,26.0,25.0,1.0,4,4,0,49,47,2,2,2,0,43,42,1,0,0,0,17.0,16.6,0.3999999999999986,19.71,20.72,-1.009999999999998,11.61,13.72,-2.110000000000001,17.4,19.0,-1.6000000000000014,14.34,17.0,-2.66,16.55,20.4,-3.849999999999998,0.0,0.0,0.0,19.0,19.0,0.0
Biology,anomaly detection,"As a genomics researcher, I want to use anomaly detection algorithms to identify genetic mutations that are not present in the normal population, to improve disease diagnosis and treatment for patients with rare genetic disorders.","As a genomics researcher, I aim to utilize anomaly detection algorithms to identify genetic mutations distinct from those prevalent in the general population, thereby enhancing disease diagnosis and treatment for patients suffering from rare genetic disorders.",230,260,-30,2,2,0,191,220,-29,3,3,0,0,0,0,34,35,-1,35,36,-1,5.6,6.25,-0.6500000000000004,1,1,0,35.0,36.0,-1.0,3,3,0,33,34,-1,1,1,0,32,33,-1,0,0,0,19.3,22.1,-2.8000000000000007,19.03,1.1,17.93,12.59,14.63,-2.040000000000001,22.4,26.0,-3.6000000000000014,15.27,19.1,-3.830000000000002,23.14,25.51,-2.370000000000001,0.0,0.0,0.0,26.5,30.0,-3.5
Biology,artificial neural network,"As a neuroscientist, I want to use artificial neural networks to model the behavior of different brain regions and study how they communicate and interact with each other.","As a neuroscientist, I aim to utilize artificial neural networks to simulate the actions of varied brain areas and investigate how they cooperate and exchange information with one another.",171,188,-17,2,2,0,140,156,-16,2,2,0,0,0,0,27,28,-1,28,29,-1,5.142857142857143,5.517241379310345,-0.3743842364532019,1,1,0,28.0,29.0,-1.0,2,2,0,26,27,-1,1,1,0,26,27,-1,0,0,0,16.6,18.1,-1.5,26.14,16.66,9.48,10.1,11.61,-1.5099999999999998,16.8,19.1,-2.3000000000000007,12.42,14.92,-2.5,18.34,19.88,-1.5399999999999991,0.0,0.0,0.0,20.0,21.5,-1.5
Biology,attention mechanism,"As a cognitive psychologist, I want to use attention mechanisms to study how the brain selectively processes and prioritizes sensory information, to better understand cognitive processing and develop new therapies for attentional disorders like ADHD.","As a cognitive psychologist, I want to utilize attention mechanisms to investigate how the brain selectively processes and prioritizes sensory information, in order to gain a deeper understanding of cognitive processing and develop novel therapies for attentional disorders such as ADHD.",250,287,-37,6,6,0,207,238,-31,3,3,0,0,0,0,34,40,-6,35,41,-6,6.171428571428572,6.024390243902439,0.1470383275261326,1,1,0,35.0,41.0,-6.0,3,3,0,32,38,-6,2,2,0,31,35,-4,0,0,0,22.8,25.2,-2.3999999999999986,-6.36,-12.45,6.089999999999999,11.69,12.99,-1.3000000000000007,25.1,27.4,-2.299999999999997,18.63,18.12,0.509999999999998,28.86,31.03,-2.1700000000000017,0.0,0.0,0.0,33.5,37.5,-4.0
Biology,autoencoder,"A team of bioinformaticians is using autoencoders to compress large sets of genomic data into more compact representations, allowing for more efficient analysis and processing of the data.","A group of bioinformaticians utilizes autoencoders to shrink massive sets of genomic information into more compact depictions, enabling expedited examination and treatment of the information.",188,191,-3,1,1,0,158,164,-6,2,2,0,0,0,0,27,24,3,28,25,3,5.75,6.68,-0.9299999999999996,1,1,0,28.0,25.0,3.0,2,2,0,27,24,3,1,1,0,25,23,2,0,0,0,17.8,18.9,-1.099999999999998,17.68,3.8,13.88,12.36,13.72,-1.3600000000000012,19.7,22.5,-2.8000000000000007,15.96,21.3,-5.34,22.63,21.2,1.4299999999999995,0.0,0.0,0.0,22.0,20.5,1.5
Biology,automated pattern recognition,"As a biologist, I want to use automated pattern recognition techniques to quickly and accurately identify different species of plants and animals based on their physical features, so that I can better understand the biodiversity of natural ecosystems.","As a biologist, I need an automated pattern recognition system to quickly and accurately identify different species of plants and animals based on their physical features, allowing me to better understand the biodiversity of natural ecosystems.",251,244,7,3,2,1,208,204,4,3,3,0,0,0,0,37,35,2,38,36,2,5.631578947368421,5.805555555555555,-0.1739766081871341,1,1,0,38.0,36.0,2.0,3,3,0,35,34,1,2,1,1,34,33,1,0,0,0,21.7,22.1,-0.4000000000000021,7.53,1.1,6.43,12.17,12.88,-0.7100000000000009,24.1,23.9,0.2000000000000028,15.5,16.49,-0.9899999999999984,24.67,25.51,-0.8399999999999999,0.0,0.0,0.0,30.0,30.0,0.0
